job_title,job_date,job_desc,job_tasks,comp_name,comp_type,comp_size,eco_activity,qualifications,region,city,benefits,contract,positions,exper,gender,salary_sep,benefits_sep,occupied_positions,total_positions,experience (Years),job_date_gregorian,city_corrected,qualifications_corrected
عامل كاونتر مأكولات ومشروبات,04/06/1444,تحضير وتقديم  الطعام والشراب في الأماكن العامة وتطبيق اسس وتعليمات السلامةو الصحة المهنية,"['   تحضير المشروبات الساخنة والباردة للعملاء', '  تقديم الوجبات الخفيفة والمشروبات إلى العملاء', '  المحافظة على نظافة الكاوتنر ، وترتيب الزجاجات المستخدمة من المشروبات حسب ترتيبها.', '  تقديم التوصيات والإقتراحات للعملاء لاختيار المشروبات والوجبات الخفيفة', '  تحصيل الثمن بشكل فوري', '  ']",مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'الرسم على القهوه', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 5,0 Years,both,4000.0,غير محدد,0,5,0,2022-12-28,Riyadh,الرسم على القهوه: محترف، الانجليزية: متوسط
مندوب مشتريات,04/06/1444,شراء المواد والسلع عن طريق الشراء المباشر، وشراء المواد والسلع عن طريق المناقصات، ومتابعة استلام المشتريات ومطابقة الكميات والمواصفات، وتدقيق المطالبات المالية المتعلقة بالمشتريات، وإعداد وتقديم تقارير العمل.,"['   دراسة طلبات الشراء في الجهة المعنية وتدقيقها وفقا للوائح التنظيمية للمشتريات.', '  الشراء المباشر للمواد والسلع وفقا للوائح التنظيمية.', '  تجهيز المناقصات وتوزيعها وجمع عروض التوريد وتشكيل فرق دراسة العروض ومتابعتها وتدقيق نتائج الدراسة، وإرساء طلب الشراء على العرض الأنسب وفقا للوائح والتنظيمات.', '  استلام المشتريات ومطابقة الكميات والمواصفات، وتدقيق المطالبت المالية.', '  إعداد وتقديم تقارير العمل وتوثيقها وحفظها.', '  ']",شركة بشار محمد قطامش للمقاولات شركة الشخص الواحد,خاص,متوسطة فئة أ,ترميمات المباني السكنية والغير سكنية,"['Language data', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,both,4000.0,غير محدد,0,1,0,2022-12-28,Riyadh,الانجليزية: متوسط
مدير فرع,04/06/1444,المشاركة في وضع وإعداد أهداف الفرع في ضوء توجهات واستراتيجيات الجهة التي يتبعها، والقيام بإدارة وتخطيط وتنظيم أعمال الفرع ووحداته الإدارية بما يتوافق مع الخطط التشغيلية والبرامج التنفيذية المعتمدة، ومتابعة كافة العمليات الإدارية المتعلقة بالفرع، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية فيه.,"['   المشاركة في وضع وإعداد الخطط والأهداف الخاصة بالفرع بما يتوافق مع توجهات وأولويات واختصاصات الجهة التي يتبعها، والتأكد من وجود الأطر والمقاييس الدقيقة لمعرفة مستوى تحقيق هذه الخطط والأهداف.', '  تطوير الخطط والبرامج والمشروعات التفصيلية للفرع ومتابعة عملية تنفيذها بما يضمن أفضل المخرجات ويحقق أعلى مستويات الكفاءة والإنتاجية.', '  الإشراف العام على سير العمليات والإجراءات في الفرع وضمان الالتزام بكافة الأنظمة واللوائح والسياسات المعتمدة.', '  الإشراف العام على أداء موظفي الفرع، ومتابعة برامج الموارد البشرية الهادفة إلى تقييم أدائهم وتطويرهم وتحفيزهم وتشجيعهم وإبقائهم.', '  بناء علاقات عمل مع شركاء العمل الخارجيين والقيام بتنسيق المشروعات والجهود المشتركة والتواصل معهم بشكل مستمر، وضمان وجود قنوات تواصل داخلية فعالة تحقق مستوىً عاليًا من التكامل بين إدارات الفرع.', '  ']",مؤسسة وكف القهوة للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة عن طريق الانترنت,"['Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '7757.0']",دوام كامل,0 / 1,0 Years,M,7757.0,غير محدد,0,1,0,2022-12-28,Dammam,العربية: محترف، الانجليزية: متوسط
فني كهربائي تمديدات كهربائية,04/06/1444,دراسة مخططات التمديدات الكهربائية وتقدير كميات المواد والأجهزة وتأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات بالإضافة إلى متابعة تنفيذ أعمال التمديدات الكهربائية وتشخيص أعطال التمديدات وتحديد الإجراءات اللازمة لمعالجتها.,"['   دراسة مخططات التمديدات الكهربائية المنزلية و الصناعية و التجارية و مكوناتها.', '  تقدير كميات المواد و الأجهزة و تأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات و مطابقة مواصفاتها.', '  متابعة تنفيذ أعمال التمديدات الكهربائية و متابعة تشغيل دارات التمديدات الكهربائية و فحص التمديدات الكهربائية مثل فحوص العازلية و الإستمرارية و التأريض.', '  تشخيص أعطال التمديدات الكهربائية و تحديد الإجراءات اللازمة لمعالجتها، و متابعة أعمال الصيانة الوقائية للتمديدات الكهربائية.', '  تطبيق إجراءات و تعليمات السلامة و الصحة المهنية.', '  ']",شركة صقور العرب للمقاولات العامة,خاص,صغيرة فئة ب,قصور وصالات الافراح والمناسبات مع الاقامة,"['Language data', 'اللغة الإنجليزية', 'متوسط', 'Professional certificate \\ License data', 'الهيئة السعودية للمهندسين', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '5700.0']",دوام كامل,1 / 3,0 Years,M,5700.0,غير محدد,1,3,0,2022-12-28,Riyadh,اللغة الإنجليزية: متوسط، الهيئة السعودية للمهندسين: مفيد
مبرمج قاعدة بيانات,03/06/1444,تصميم هيكل البرمجيات وتوضيح الرموز البرمجية وتصميم وتطوير الأنظمة وقواعد البيانات بطريقة سهلة وممنهجة والحفاظ عليها,"['   المحافظة على ملفات البرمجة لكل البرامج والتطبيقات', '  فحص الأنظمة والبرامج والتأكد من الجودةوإعداد الوثائق والتقارير المتخصصة والمتعلقة ببرمجة قاعدة البيانات وتقديم التوصيات المناسبة والحلول الملائمة وعرضها وتوضيحها وحفظها وفقا للسياسات والإجراءات المعتمدة.', '  اختبار البرمجيات من حيث الوظيفة والتوافق التقني ومعايير البرمجة', '  توفير الحلول والبدائل البرمجية التي تستمعل تقنيات مختلفةوتطوير قواعد البيانات والعمل على تكاملها بالتوافق مع المقاييس المتبعة و الإجراءات', '  الإشراف على عمليات تدقيق البرامج للتأكد من عدم وجود الأخطاء والتناقضات، واتخاذ التدابير التصحيحية قبل الإصدار السوقي.', '  ']",شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,"['Language data', 'الانجليزية', 'محترف', 'الخوارزميات', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '7000.0']",دوام كامل,0 / 1,2 Years,both,7000.0,غير محدد,0,1,2,2022-12-27,Jeddah,الانجليزية: محترف، الخوارزميات: محترف
كاتب بيانات عملاء,03/06/1444,مقابلة العملاء والحصول على بياناتهم الشخصية وأوراق التحقق من صحتها، وفهم وتسجيل طلبات ومعاملات العميل وتقديم المشورة نحو استكمال الإجراءات المطلوبة، وإدخال بيانات العميل على النظام الآلي وشبكة المعلومات وحفظها، وإعداد التقارير اليومية عن العملاء وطلباتهم وتقديمها للإدارات المعنية.,"['   مقابلة العملاء لمعرفة احتياجاتهم و تسجيل بياناتهم الشخصية والحصول على صور تحقيق الشخصية والبيانات الأخرى المطلوبة من العميل.', '  فهم احتياجات العميل ومساعدته في ملء النماذج المطلوبة والأوراق المساندة، وإرشاد وتوجيه العميل نحو الإجراءات التالية للحصول على الخدمة المطلوبة', '  إجراء المكالمات الهاتفية، واستخدام وسائل الاتصال الإلكترونية لاستكمال بيانت العميل والتأكد من صحة واكتمال المستندات والوثائق المطلوبة', '  إدخال بيانات العميل على شبكة معلومات المنشأة باستخدام البرمجيات الآلية، وحفظ وأرشفة بيانات العميل والأوراق المستلمة منه بطريقة يسهل الرجوع إليها', '  إعداد التقارير اليومية عن طلبات العملاء وبياناتهم المستلمة، وتحديث قاعدة البيانات بالمستجدات أولًا باول', '  ']",شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,شراء وبيع الاراضى والعقارات وتقسيمها وأنشطة البيع على الخارطة,"['Skill data', 'استخدام الحاسب الالي', 'محترف', 'كتابة عربي وانجليزي', 'متوسط', 'Language data', 'انجليزي', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 3,2 Years,both,4000.0,غير محدد,0,3,2,2022-12-27,Jeddah,استخدام الحاسب الالي: محترف، كتابة عربي وانجليزي: متوسط، انجليزي: متوسط
أخصائي نفسي,02/06/1444,القيام بالبحث في أوجه النشاط النفسي المشتركة بين الناس جميعا والكشف عن القوانين والمبادئ التي تعمل على تفسير سلوك الفرد في اثناء عملية تفاعله مع المنبهات المحيطة وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال علم النفس وعرضها وحفظها.,"['   دراسة جميع مظاهر الحياة النفسية عن طريق دراسة جوانب السلوك المختلفة مثل: الحركي والعقلي والانفعالي والاجتماعي، ودراسة مبادئ التعلم لحالات التعلم الإنساني واشكاله المتعددة وإجراء دراسات ميدانية لتطبيق اختبارات الذكاء والأداء لقياس انماط النمو العقلي والنفسي.', '  دراسة المبادئ والقوانين العامة لاستخلاص الاسس المميزة للسلوك الإنساني، وتحليل تطوير الاتجاهات والقيم الاجتماعية عن طريق المعلومات المستنبطة من المراقبة والمتابعة أو البحوث والتجارب الميدانية.', '  دراسة وتطوير نظريات واستخدامات تطبيقية في مجال تعديل السلوك.', '  دراسة الأسس البيولوجية للسلوك عن طريق التعرف إلى اجزاء الجهاز العصبي وأثر ذلك في السلوك.', '  إعداد الوثائق والتقارير المتخصصة بعلم النفس وتقديم التوصيات المناسبة والحلول الملائمة وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة.', '  ']",جمعية خيرية للخدمات الصحية,خاص,متوسطة فئة أ,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,"['Professional certificate \\ License data', 'تصنيف هيئة التخصصات الصحية', 'ضروري']",الباحة,AL BAHA...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,F,4000.0,غير محدد,0,1,0,2022-12-26,Al-Baha,تصنيف هيئة التخصصات الصحية: ضروري
كاتب شحن,02/06/1444,"تسجيل بيانات استلام البضاعة وشحنها وتفريغها في السجلات المناسبة، ومراجعة البضائع الواردة استنادا إلى محتويات فواتير الشحن والمستندات والوثائق الأخرى، وإعداد مستندات الشحن، وتسوية الأمور المتعلقة بالتامين والجمارك وخط السير والتسليم، وتتبع عمليات الشحن والاستلام, بما في ذلك استقبال توقيعات المستفيدين للبضائع المستلمة.","['   تسجيل بيانات استلام البضاعة وشحنها وتفريغها في السجلات المناسبة.', '  مراجعة البضائع الواردة استنادا إلى محتويات فواتير الشحن والمستندات والوثائق الأخرى، ومراجعة مكونات البضاعة المعدة للشحن ومحتوياتها ويدرس جداول فئات تكاليف الشحن.', '  ترتيب عملية تجميع البضاعة والتأكد من صحة العنوان والجهة المرسلة إليها، وإعداد مستندات الشحن، وتسوية الأمور المتعلقة بالتامين والجمارك وخط السير والتسليم', '  اتباع نظام تتبع عمليات الشحن والاستلام, بما في ذلك استقبال توقيعات المستفيدين للبضائع المستلمة', '  الالتزام التام بالأدلة الإجرائية وبالسياسات والإجراءات المنظمة، وقواعد الصحة والسلامة، والتقيد بها.', '  ']",شركة الناقل العاجل للخدمات اللوجستية,خاص,صغيرة فئة ب,المخازن العامة التي تضم مجموعة متنوعة من السلع,"['Skill data', 'التواصل ', 'محترف', 'الحاسب الآلي ', 'محترف', 'برامج المايكروسوف أوفيس ', 'محترف', 'Language data', 'الأنجليزية ', 'متوسط']",عسير,AL MAHALA...,"['Salary', '4000.0', 'Benefits', '1000 ريال بدلات أخرى ']",دوام كامل,0 / 1,0 Years,M,0.0,1000 ريال بدلات أخرى ,0,1,0,2022-12-26,Al-Mahala,التواصل: محترف، الحاسب الآلي: محترف، برامج المايكروسوف أوفيس: محترف، الأنجليزية: متوسط
بائع,02/06/1444,بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.,"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",مؤسسة أيوب سعد بن سعيد ال غوينم القحطاني التجارية,خاص,صغيرة فئة ب,البيع بالجملة والتجزئة لقطع الغيار الجديده للسيارات وتوابعها (وتشمل زينة السيارات),"['Language data', 'الانجليزية', 'متوسط']",عسير,ABRAQ AN ...,"['Salary', '4500.0']",دوام كامل,0 / 1,0 Years,M,4500.0,غير محدد,0,1,0,2022-12-26,Abraq An-Najd,الانجليزية: متوسط
مساعد إداري,02/06/1444,متابعة تنفيذ القرارات الادارية الصادرة عن الرئيس المباشر وتنظيم أعمال البريد والمواعيد اليومية، وإنجاز الأعمال الادارية المتعلقة بسير العمل وتنسيق وتنظيم اجتماعات الرئيس المباشر,"['   تنفيذ التعليمات الادارية الصادرة عن الرئيس المباشر ومتابعة تنفيذ القرارات الادارية الصادرة عنه', '  فتح وفرز البريد الورقي وتوزيعه على المعنيين وفتح البريد الالكتروني والرد عليه بحسب توجيهات الرئيس المباشر', '  انجاز أعمال الطباعة والرد على الاستفسارات والمكالمات الهاتفية وتنظيم الملفات الخاصة', '  حفظ المعاملات والعناية بالملفات بأسلوب سلس يسهل عملية الرجوع إليها', '  تنسيق وتنظيم اجتماعات الرئيس المباشر واجتماعات موظفي الوحدة التنظيمية والمشاركة في هذه الاجتماعات و تدوين وتوثيق محاضرها، وطباعة وتوزيع محاضر الاجتماعات الخاصة بالرئيس المباشر للأطراف الأخرى المشاركة في الاجتماع.', '  ']",مكتب سواعد ينبع للاستقدام,خاص,صغيرة فئة ب,التوسط في استقدام العمالة الوافدة,"['Skill data', 'الحاسب', 'متوسط', 'Language data', 'عربي', 'محترف', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'دبلوم', 'ضروري']",المدينة المنورة,ABA AL BA...,"['Salary', '3200.0']",دوام كامل,0 / 1,0 Years,M,3200.0,غير محدد,0,1,0,2022-12-26,Abu Al-Bahaar,الحاسب: متوسط، عربي: محترف، انجليزي: متوسط، دبلوم: ضروري
محاسب,02/06/1444,إعداد وتنظيم مستندات الصرف ومتابعة تحصيل الإيرادات وتوثيقها وتحليلها، وإعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة وإعداد التقارير والوثائق المتعلقة بالنفقات والإيرادات وحفظها.,"['   تدقيق المطالبات المالية والتأكد من اكتمال شروطها القانونية والمالية، وإعداد وتنظيم وتوثيق مستندات الصرف ومتابعة تدقيقها وإجازتها للصرف من الجهات الرقابية المعتمدة.', '  مراقبة النفقات الجارية والرأسمالية بحسب الموقف المالي الشهري لبنود الموازنة، وإعداد الموقف المالي والخلاصات الشهرية وإعداد وتنظيم الحسابات الختامية السنوية.', '  إعداد القيود المحاسبية وتسجيل العمليات المالية بالسجلات وتدقيق حسابات البنوك وإعداد التسويات اللازمة مع كشوف المطابقة الشهرية.', '  تطوير أساليب وإجراءات المحاسبة ومواكبة التطور العلمي والتقني في مجال المحاسبة.', '  إعداد الوثائق والتقارير المتخصصة في مجال محاسبة النفقات والإيرادات وحفظها في قاعدة البيانات الخاصة بذلك.', '  ']",شركة افنسبل سولوشنس لتقنية نظم المعلومات ـ شركة شخص واحد,خاص,صغيرة فئة ب,تصميم وبرمجة البرمجيات الخاصة,"['Skill data', 'إجادة استخدام الحاسب الآلي', 'محترف', 'Language data', 'الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4500.0']",دوام كامل,0 / 1,0 Years,both,4500.0,غير محدد,0,1,0,2022-12-26,Jeddah,إجادة استخدام الحاسب الآلي: محترف، الانجليزية: محترف
بائع,01/06/1444,بيع مجموعة من السلع والخدمات للعملاء، وتوفير المعلومات المتعلقة بالمنتجات واستخداماتها وأسعارها، وتولي أمور الدفع وتلقي المدفوعات من العملاء.,"['   بيع مجموعة من السلع والخدمات للعملاء.', '  توفير المعلومات المتعلقة بالمنتجات، والاستخدامات، والأسعار.', '  مراقبة مستويات المخزون والحفاظ على ترتيب المتجر، وإصدار طلبات لشراء المنتجات، والتعامل مع المنتجات الواردة.', '  تولي أمور الدفع وتلقي المدفوعات من العملاء، ومعالجة طلبات استبدال المنتجات، والمرتجعات وفقاً للسياسة المتبعة.', '  ', '  ']",مؤسسة المربع الذهبي للوجبات السريعة,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),"['Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '4000.0']",دوام كامل,0 / 1,0 Years,F,4000.0,غير محدد,0,1,0,2022-12-25,Al-Khobar,الانجليزية: متوسط
مدير فرع,01/06/1444,المشاركة في وضع وإعداد أهداف الفرع في ضوء توجهات واستراتيجيات الجهة التي يتبعها، والقيام بإدارة وتخطيط وتنظيم أعمال الفرع ووحداته الإدارية بما يتوافق مع الخطط التشغيلية والبرامج التنفيذية المعتمدة، ومتابعة كافة العمليات الإدارية المتعلقة بالفرع، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات اليومية فيه.,"['   المشاركة في وضع وإعداد الخطط والأهداف الخاصة بالفرع بما يتوافق مع توجهات وأولويات واختصاصات الجهة التي يتبعها، والتأكد من وجود الأطر والمقاييس الدقيقة لمعرفة مستوى تحقيق هذه الخطط والأهداف.', '  تطوير الخطط والبرامج والمشروعات التفصيلية للفرع ومتابعة عملية تنفيذها بما يضمن أفضل المخرجات ويحقق أعلى مستويات الكفاءة والإنتاجية.', '  الإشراف العام على سير العمليات والإجراءات في الفرع وضمان الالتزام بكافة الأنظمة واللوائح والسياسات المعتمدة.', '  الإشراف العام على أداء موظفي الفرع، ومتابعة برامج الموارد البشرية الهادفة إلى تقييم أدائهم وتطويرهم وتحفيزهم وتشجيعهم وإبقائهم.', '  بناء علاقات عمل مع شركاء العمل الخارجيين والقيام بتنسيق المشروعات والجهود المشتركة والتواصل معهم بشكل مستمر، وضمان وجود قنوات تواصل داخلية فعالة تحقق مستوىً عاليًا من التكامل بين إدارات الفرع.', '  ']",شركة إختبار التربة للقياس,خاص,متوسطة فئة ج,مختبرات التشييد ومواد البناء,"['Language data', 'الانجليزي', 'محترف']",الحدود الشمالية,IBN SUQI...,"['Salary', '18000.0']",دوام كامل,0 / 4,10 Years,M,18000.0,غير محدد,0,4,10,2022-12-25,Ibn Suqay,الانجليزي: محترف
موظف استقبال,01/06/1444,استقبال الزوار والعملاء وتحديد مطالبهم وتوجيههم إلى المرجع المختص واستقبال المكالمات الهاتفية والرد على الاستفسارات او التحويل إلى المرجع المختص وحفظ السجلات الخاصة بالزوار,"['   استقبال الزوار والعملاء والترحيب بهم وتحديد مطالبهم وتزويدهم بالمعلومات المطلوبة، وإعلام المرجع المعني عن المراجعين والعملاء وارشادهم اليه', '  استقبال المكالمات الهاتفية والرد على الاستفسارات او التحويل إلى المرجع المختص', '  إجراء الاتصالات الداخلية للحصول على المعلومات', '  ترتيب مواعيد المقابلات ,تسجيل اسماء المراجعين والعملاء في السجلات الخاصة بذلك', '  الالتزام التام بالأدلة الإجرائية وبالسياسات والإجراءات المنظمة والتقيد بها.', '  ']",شركة رؤيتك المحدودة شركة شخص واحد,خاص,صغيرة فئة ب,غير معروف,"['Skill data', 'الجرأه', 'محترف', 'Language data', 'الانقلش ', 'محترف']",الرياض,ABA AL KI...,"['Salary', '4500.0']",دوام كامل,0 / 2,0 Years,both,4500.0,غير محدد,0,2,0,2022-12-25,Abu Al-Khobar,الجرأه: محترف، الانقلش: محترف
مهندس معماري,01/06/1444,تصميم المباني الجديدة أو الملحقات أو التعديلات على المباني القائمة، وتقديم المشورة بشأن ترميم الممتلكات القديمة والمحافظة عليها، والمساعدة في اختيار الموقع ومباشرة أعمال الإنشاءات.,"['   وضع التصاميم لمشاريع الإنشاءات وإدارة فريق التصميم في اختيار المواد وتطوير المواصفات.', '  إعداد نماذج بالحجم الطبيعي والرسومات والنماذج الرقمية.', '  المساعدة في اختيار المقاولين واختيار المواد.', '  تقديم الدعم لمشروعات الإنشاء، ومباشرة تنفيذ التصميم من قِبل المقاول.', '  إعداد الوثائق والتقارير المتخصصة بالأعمال والمشروعات الهندسية ونسب تقدمها وعرضها وتوضيحها وحفظها في قاعدة البيانات الخاصة بها وفقاً للسياسات والإجراءات المعتمدة', '  ']",شركة متوازي للاستشارات الهندسية,خاص,صغيرة فئة أ,أنشطة الاستشارات في مجال الحاسب الآلي,"['Skill data', 'استقال العملاء', 'محترف', 'معرفة الكود السعودي', 'محترف', 'اشتراطات الامانة', 'محترف', 'الاقناع', 'محترف', 'استخدام الحاسب الالي', 'محترف', 'الادارة', 'محترف', 'الادارة المالية', 'محترف', 'التعامل مع فريق العمل', 'محترف', 'التواصل الخارجي ', 'محترف', 'Language data', 'الانجليزي', 'متوسط', 'Professional certificate \\ License data', 'الهيئة السعودية للمهندسين', 'ضروري', 'ادارة امشاريع', 'مفيد']",المدينة المنورة,ABA AL BA...,"['Salary', '8000.0', 'Benefits', 'بعد المقابلة تحدد']",دوام كامل,0 / 1,10 Years,both,0.0,بعد المقابلة تحدد,0,1,10,2022-12-25,Abu Al-Bahaar,استقال العملاء: محترف، معرفة الكود السعودي: محترف، اشتراطات الامانة: محترف، الاقناع: محترف، استخدام الحاسب الالي: محترف، الادارة: محترف، الادارة المالية: محترف، التعامل مع فريق العمل: محترف، التواصل الخارجي: محترف، الانجليزي: متوسط، الهيئة السعودية للمهندسين: ضروري، ادارة امشاريع: مفيد
فني كهربائي تمديدات كهربائية,01/06/1444,دراسة مخططات التمديدات الكهربائية وتقدير كميات المواد والأجهزة وتأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات بالإضافة إلى متابعة تنفيذ أعمال التمديدات الكهربائية وتشخيص أعطال التمديدات وتحديد الإجراءات اللازمة لمعالجتها.,"['• مسؤول عن صيانة وإصلاح جميع أنواع المعدات مثل RS و PM و ECH و Forklift و Service truck.', '• مسؤول عن الاتصال بإدارة العمليات فيما يتعلق بتعطل المعدات (BDN).', '• إرشاد الفنيين المتدربين في العمل اليومي.', '• توفير اتصال مفتوح وتبادل المعلومات ذات الصلة للمرؤوس تحت قيادته.', '• لتحديث توفر المعدات وحالة الصيانة الوقائية', '•  راقب أداء المعدات وجدولة الصيانة التصحيحية و مراقبة أداء المعدات وجدولة الصيانة التصحيحية.', '• تحسين الموثوقية من خلال التعديلات.', '• مسؤول عن تنفيذ العمل بأكثر الطرق أمانًا.', '• مسؤول عن النظافة بعد الانتهاء من العمل في المعدات الثقيلة المخصصة مثل : الرافعة الشوكية وشاحنة الخدمة.', '• الحفاظ على التواصل الفعال مع المهندسين والمشرفين في الإدارة.', '• قادر على التحدث والكتابة باللغة الإنجليزية.']",الشركة السعودية العالمية للموانىء,خاص,كبيرة,خدمات مناولة الحاويات,"['Skill data', '\uf0d8 معرفة في برامج مايكروسفت اوفيس', 'متوسط', 'المهارات النظرية والعملية) للنظام الكهربائي', 'متوسط', '\uf0d8 القدرة على قراءة الرموز الكهربائية للمعدات المتن', 'متوسط', '\uf0d8 المهارة في الصيانة الوقائية / التصحيحية في المعد', 'متوسط', '\uf0d8 القدرة على الحفاظ على المكونات الكهربائية مثل مح', 'متوسط', '\uf0d8 تحليل الأعطال بعد استكشاف الأخطاء وإصلاحها للتحك', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '6250.0']",دوام كامل,0 / 10,4 Years,M,6250.0,غير محدد,0,10,4,2022-12-25,Dammam,معرفة في برامج مايكروسفت اوفيس: متوسط، المهارات النظرية والعملية: للنظام الكهربائي، متوسط: القدرة على قراءة الرموز الكهربائية للمعدات المتن، متوسط: المهارة في الصيانة الوقائية، التصحيحية في المعد: متوسط، القدرة على الحفاظ على المكونات الكهربائية مثل مح: متوسط، تحليل الأعطال بعد استكشاف الأخطاء وإصلاحها للتحك: متوسط، الانجليزية: متوسط
مدير تطوير موارد بشرية,01/06/1444,المشاركة في وضع الأهداف الرئيسية والخطط والبرامج المتعلقة بتطوير الموارد البشرية، والإشراف المباشر على أنشطة إدارة الأداء والتدريب والتطوير وأطر الجدارات وتخطيط المسارات الوظيفية وبرامج التعاقب الوظيفي، وتنظيم أعمال تطوير الموارد البشرية ومتابعة كافة الأعمال المعدة في سبيل ذلك، وضمان توافر كافة الموارد التقنية والبشرية التي تضمن سير العمليات بأكبر كفاءة وفعالية ممكنة.,"['   تطوير الأهداف الرئيسية المتعلقة بإدارة تطوير الموارد البشرية، وتطوير وتطبيق الخطط والبرامج والمشروعات، والتأكد من وجود الأطر والمقاييس الدقيقة لمعرفة مستوى تحقيق هذه الخطط والأهداف.', '  تطوير الخطط والبرامج والمشروعات التفصيلية المتعلقة بتطوير الموارد البشرية بما يشمل إدارة الأداء وتدريب وتطوير المواهب وبرامج المسارات الوظيفية وبرامج الإحلال والتعاقب الوظيفي ومتابعة عملية تنفيذها بما يضمن أفضل المخرجات والنتائج.', '  الإشراف على تطبيق نظام إدارة الأداء في الجهة بجميع مراحله، وتوجيه وإدارة عملية تحديد الاحتياجات التدريبية لموظفي الجهة وإعداد خطط التدريب السنوية وضمان تحديد أساليب التدريب والتعلم المناسبة بصورة فعالة وضمان فعاليتها بالتنسيق مع مدراء الوحدات التنظيمية.', '  تحديد احتياجات إدارة تطوير الموارد البشرية من الموارد المالية والبشرية والمستلزمات الإدارية اللازمة لتنفيذ عمليات تطوير الموارد البشرية المختلفة الكفيلة بسد احتياجات الجهة من المواهب الحالية والمستقبلية.', '  الإشراف على عمليات إعداد وتحضير الملخصات والتقارير العامة المتعلقة بعمليات تطوير الموارد البشرية، وعرضها على الإدارة العليا، وإحاطتها بمختلف التحديات والمستجدات واستشارتهم في مختلف القضايا والمبادرات المستقبلية المهمة.', '  ']",شركة بدر حمدى حامد البلوى للاستثمار  شركة شخص واحد,خاص,صغيرة فئة ب,إدارة وتاجير العقارات المملوكة أو المؤجرة (سكنية ),"['Language data', 'العربية', 'محترف', 'الإنجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '5500.0']",دوام كامل,0 / 1,2 Years,both,5500.0,غير محدد,0,1,2,2022-12-25,Jeddah,العربية: محترف، الإنجليزية: متوسط
